order_id,customer_id,product_id,quantity,order_date,status
44877,14897,371,2,2025-05-03,Pending
44878,83913,285,5,2025-12-18,Cancelled
44879,14532,32,1,2025-12-31,Cancelled
44880,37656,350,4,2025-12-31,Cancelled
44881,34634,305,5,2025-11-11,Shipped
44882,9343,89,4,2025-05-03,Cancelled
44883,70500,18,4,2025-11-08,Shipped
44884,58110,366,1,2025-06-23,Pending
44885,16444,176,2,2025-08-03,Cancelled
44886,57797,263,3,2025-08-28,Cancelled
44887,11742,271,2,2025-10-08,Shipped
44888,1984,155,5,2026-03-26,Shipped
44889,52227,32,1,2025-07-19,Shipped
44890,64209,463,5,2025-11-03,Pending
44891,64593,174,3,2025-12-20,Pending
44892,8363,31,1,2025-04-26,Pending
44893,1550,76,4,2026-02-14,Pending
44894,99088,472,3,2025-10-11,Pending
44895,24645,274,1,2026-02-02,Pending
44896,52633,315,2,2025-05-28,Pending
44897,21546,25,1,2025-10-19,Shipped
44898,13732,214,1,2025-04-12,Pending
44899,77649,73,5,2025-04-03,Pending
44900,50341,410,1,2025-11-20,Cancelled
44901,60775,367,2,2025-05-04,Shipped
44902,82703,379,3,2025-11-03,Cancelled
44903,97453,170,2,2025-07-15,Pending
44904,51107,86,5,2025-09-07,Shipped
44905,81684,61,3,2025-09-11,Pending
44906,85884,277,5,2026-02-23,Cancelled
44907,99754,143,4,2025-04-07,Cancelled
44908,44044,449,2,2025-08-18,Pending
44909,91702,47,1,2025-06-29,Pending
44910,51809,105,4,2025-10-08,Shipped
44911,45312,220,4,2025-12-28,Pending
44912,47086,160,2,2025-07-14,Pending
44913,74363,149,2,2025-06-17,Shipped
44914,12821,381,3,2026-03-01,Pending
44915,92226,185,1,2025-08-16,Shipped
44916,51116,305,3,2026-03-28,Shipped
44917,58087,18,4,2026-03-05,Cancelled
44918,43176,241,1,2025-06-09,Cancelled
44919,52089,387,3,2025-05-19,Cancelled
44920,8143,356,3,2026-03-14,Cancelled
44921,90888,232,2,2026-01-31,Pending
44922,16647,188,1,2026-03-06,Cancelled
44923,94311,294,2,2026-02-03,Cancelled
44924,10075,411,1,2026-02-02,Cancelled
44925,12874,31,1,2026-01-25,Pending
44926,87376,402,4,2026-01-09,Shipped
44927,98368,279,3,2025-11-12,Shipped
44928,354,98,5,2026-01-08,Shipped
44929,86031,137,1,2025-10-05,Pending
44930,50226,252,4,2025-10-07,Cancelled
44931,77441,227,4,2026-01-08,Pending
44932,85492,354,3,2026-03-01,Shipped
44933,46653,77,2,2025-08-18,Cancelled
44934,50017,444,3,2025-09-27,Pending
44935,93855,105,3,2025-05-23,Cancelled
44936,40199,380,5,2026-02-21,Pending
44937,90170,107,3,2026-01-19,Shipped
44938,34187,131,5,2025-08-18,Pending
44939,26642,405,4,2025-08-16,Cancelled
44940,21132,322,3,2025-10-02,Pending
44941,38245,414,1,2025-07-10,Pending
44942,72366,101,4,2025-05-31,Shipped
44943,46637,254,3,2026-01-24,Shipped
44944,10661,391,4,2025-10-26,Shipped
44945,62858,97,5,2025-09-02,Shipped
44946,31429,267,2,2026-01-11,Shipped
44947,9133,318,4,2025-06-30,Pending
44948,18472,131,5,2025-04-14,Cancelled
44949,63727,414,5,2025-11-15,Shipped
44950,12960,391,2,2025-10-12,Cancelled
44951,59495,21,3,2025-12-21,Shipped
44952,55081,391,2,2026-02-16,Pending
44953,77293,412,2,2025-07-12,Cancelled
44954,44955,283,5,2026-03-08,Cancelled
44955,74140,464,4,2025-07-20,Cancelled
44956,87326,108,3,2025-10-19,Pending
44957,93546,67,3,2025-09-03,Pending
44958,91046,278,1,2026-01-16,Shipped
44959,44135,34,4,2025-07-18,Cancelled
44960,52551,252,5,2025-11-01,Shipped
44961,69496,288,5,2025-05-11,Pending
44962,20929,298,3,2025-08-07,Cancelled
44963,6078,80,4,2025-07-14,Cancelled
44964,54224,42,2,2025-09-07,Pending
44965,35161,435,1,2026-03-20,Cancelled
44966,92463,338,3,2026-01-01,Pending
44967,98190,298,4,2025-12-06,Pending
44968,37908,473,1,2025-12-14,Pending
44969,10871,389,3,2025-11-18,Shipped
44970,75040,263,3,2025-06-13,Cancelled
44971,45320,347,4,2025-07-24,Shipped
44972,19129,291,2,2026-03-01,Shipped
44973,80529,225,4,2025-07-31,Shipped
44974,44415,18,1,2025-09-24,Cancelled
44975,19418,280,1,2025-04-14,Cancelled
44976,59969,393,3,2025-11-05,Pending
44977,13027,31,2,2025-06-16,Cancelled
44978,59939,309,2,2026-02-11,Pending
44979,84260,41,2,2026-01-25,Shipped
44980,26247,368,2,2026-01-14,Pending
44981,21657,161,2,2025-11-01,Shipped
44982,86226,71,3,2026-03-04,Pending
44983,62855,365,5,2025-06-03,Cancelled
44984,48291,282,3,2025-09-23,Shipped
44985,73788,121,2,2025-05-05,Shipped
44986,50320,96,2,2026-03-10,Cancelled
44987,37227,140,1,2026-02-07,Shipped
44988,26561,73,3,2025-06-17,Pending
44989,30915,153,4,2025-09-01,Shipped
44990,38718,353,1,2025-09-23,Shipped
44991,30490,326,4,2026-01-24,Pending
44992,36867,327,4,2026-03-30,Shipped
44993,94878,38,2,2025-05-25,Shipped
44994,87762,187,1,2025-12-25,Cancelled
44995,77176,311,2,2025-07-19,Pending
44996,57948,467,4,2026-03-18,Pending
44997,98495,66,4,2025-12-25,Cancelled
44998,75370,52,2,2026-02-25,Cancelled
44999,89127,452,2,2026-03-23,Shipped
45000,38892,117,4,2025-12-09,Shipped
45001,31034,242,2,2026-01-21,Cancelled
45002,43337,429,5,2025-11-18,Cancelled
45003,20832,315,2,2025-09-18,Cancelled
45004,98551,46,5,2025-07-23,Cancelled
45005,67270,391,5,2025-05-08,Pending
45006,32914,101,4,2025-08-02,Cancelled
45007,91173,208,1,2026-01-21,Shipped
45008,13011,57,2,2025-06-13,Cancelled
45009,87763,416,3,2026-03-11,Pending
45010,53552,301,5,2025-08-14,Shipped
45011,58861,388,2,2025-05-28,Pending
45012,35799,30,1,2025-07-13,Shipped
45013,10551,367,4,2026-01-13,Pending
45014,63042,6,2,2025-10-18,Shipped
45015,12197,224,2,2025-10-12,Pending
45016,27534,298,5,2025-05-28,Pending
45017,31051,8,5,2026-02-09,Shipped
45018,2964,200,5,2026-01-17,Pending
45019,44703,16,5,2025-11-29,Shipped
45020,91443,345,2,2026-03-14,Pending
45021,4577,273,4,2026-02-06,Cancelled
45022,89303,32,3,2025-09-06,Cancelled
45023,8473,18,2,2025-06-16,Cancelled
45024,16541,240,5,2026-03-02,Shipped
45025,17210,319,2,2025-07-10,Cancelled
45026,61333,235,3,2025-07-15,Shipped
45027,92428,489,2,2026-01-20,Pending
45028,84584,13,5,2025-05-15,Cancelled
45029,70408,494,4,2025-11-09,Cancelled
45030,29303,25,1,2025-09-19,Cancelled
45031,71420,467,4,2025-12-07,Shipped
45032,48039,396,4,2025-04-01,Pending
45033,16782,422,2,2025-06-04,Shipped
45034,79645,277,5,2026-02-27,Cancelled
45035,36815,296,4,2026-01-02,Pending
45036,22223,127,3,2025-08-03,Pending
45037,1885,189,5,2025-10-15,Shipped
45038,36662,119,4,2025-05-07,Pending
45039,33693,21,4,2025-11-27,Shipped
45040,54650,246,3,2025-10-30,Cancelled
45041,91917,497,2,2025-12-31,Shipped
45042,39283,86,1,2025-11-18,Shipped
45043,71411,391,2,2025-08-26,Cancelled
45044,21891,298,3,2026-03-11,Pending
45045,93822,181,4,2025-04-02,Shipped
45046,52877,151,5,2025-10-19,Pending
45047,14763,400,1,2025-09-21,Cancelled
45048,72470,104,2,2026-01-27,Pending
45049,33504,18,3,2026-01-10,Cancelled
45050,85262,378,5,2025-12-07,Shipped
45051,25957,404,1,2025-09-01,Shipped
45052,56394,357,1,2026-03-15,Cancelled
45053,11240,101,2,2025-06-18,Pending
45054,91835,477,2,2025-12-08,Shipped
45055,65211,285,5,2025-10-03,Shipped
45056,39819,18,5,2025-08-08,Cancelled
45057,31765,316,2,2025-06-22,Pending
45058,48905,75,5,2025-09-05,Shipped
45059,912,204,3,2025-10-17,Pending
45060,88984,204,2,2025-04-30,Pending
45061,41671,66,4,2025-11-10,Pending
45062,62825,232,1,2025-10-25,Pending
45063,23892,177,5,2025-08-24,Shipped
45064,66994,13,1,2025-11-30,Pending
45065,39678,449,3,2026-02-23,Shipped
45066,21043,237,2,2025-03-30,Shipped
45067,40171,442,3,2025-11-22,Shipped
45068,2931,274,1,2025-07-04,Shipped
45069,59906,91,4,2026-02-20,Cancelled
45070,92222,496,4,2026-01-22,Shipped
45071,51372,114,5,2026-02-01,Cancelled
45072,86218,348,5,2026-02-22,Cancelled
45073,1460,104,4,2025-09-17,Shipped
45074,71485,274,4,2025-11-28,Cancelled
45075,17703,194,4,2025-10-27,Cancelled
45076,32329,56,2,2025-08-29,Cancelled
45077,14289,184,4,2025-07-07,Cancelled
45078,53170,495,3,2025-07-02,Pending
45079,28408,26,3,2026-03-22,Shipped
45080,9020,200,1,2025-10-08,Cancelled
45081,8678,345,3,2025-10-05,Pending
45082,76442,199,5,2025-11-23,Cancelled
45083,55623,229,4,2025-05-19,Shipped
45084,56941,262,1,2025-08-05,Cancelled
45085,93040,184,2,2025-08-21,Shipped
45086,70908,111,4,2025-07-23,Shipped
45087,74585,492,2,2026-03-19,Cancelled
45088,25549,390,1,2025-10-16,Shipped
45089,91475,134,2,2025-07-26,Pending
45090,49875,422,1,2025-06-08,Shipped
45091,51079,124,5,2025-11-16,Pending
45092,85251,331,3,2026-01-28,Shipped
45093,67752,254,5,2026-03-30,Cancelled
45094,17497,441,1,2025-07-18,Cancelled
45095,24704,42,5,2026-03-05,Shipped
45096,37955,375,1,2025-08-03,Cancelled
45097,21615,403,5,2025-04-14,Shipped
45098,82757,392,2,2026-01-02,Pending
45099,99187,283,5,2025-06-01,Cancelled
45100,37330,247,3,2025-06-21,Shipped
45101,10308,264,5,2026-01-22,Pending
45102,24357,359,3,2026-02-11,Shipped
45103,32852,348,1,2025-10-19,Cancelled
45104,54815,412,3,2026-02-09,Shipped
45105,78134,24,3,2025-04-23,Pending
45106,24815,422,1,2025-06-01,Pending
45107,30088,70,3,2025-09-03,Cancelled
45108,10047,445,4,2025-06-19,Shipped
45109,11300,203,5,2025-06-15,Cancelled
45110,18306,446,2,2025-04-05,Shipped
45111,72519,287,3,2025-08-26,Pending
45112,36423,97,5,2026-01-17,Cancelled
45113,51624,374,5,2026-03-16,Pending
45114,41102,358,3,2025-05-12,Shipped
45115,87658,67,1,2025-12-04,Shipped
45116,96762,473,3,2025-12-23,Shipped
45117,19358,184,1,2025-10-28,Shipped
45118,17967,161,1,2026-01-22,Cancelled
45119,65836,436,1,2025-04-13,Cancelled
45120,44394,104,4,2025-05-24,Shipped
45121,52168,156,1,2025-05-19,Cancelled
45122,94357,309,5,2025-08-08,Cancelled
45123,11952,99,4,2026-02-02,Pending
45124,64406,417,2,2025-12-22,Shipped
45125,30498,444,1,2026-03-01,Cancelled
45126,5546,275,4,2025-12-01,Cancelled
45127,26498,421,4,2026-01-14,Pending
45128,34947,413,3,2025-05-26,Cancelled
45129,25913,212,4,2025-10-16,Shipped
45130,20580,267,1,2025-09-16,Shipped
45131,48884,376,5,2025-12-26,Pending
45132,34963,195,5,2025-06-13,Cancelled
45133,85229,453,5,2026-03-06,Shipped
45134,6884,276,4,2025-09-01,Cancelled
45135,93392,234,5,2025-10-06,Pending
45136,41856,29,1,2025-12-03,Shipped
45137,90567,152,2,2025-04-16,Cancelled
45138,84933,196,1,2025-04-28,Pending
45139,36453,47,5,2025-12-07,Pending
45140,46669,444,5,2025-11-29,Cancelled
45141,96209,482,2,2026-02-17,Shipped
45142,47626,494,5,2026-02-11,Cancelled
45143,98229,88,2,2025-08-19,Cancelled
45144,39144,221,1,2025-04-03,Pending
45145,9292,318,3,2026-01-05,Shipped
45146,41349,221,1,2025-05-18,Shipped
45147,35910,113,4,2025-07-30,Shipped
45148,65180,389,1,2025-12-22,Shipped
45149,94776,445,1,2025-08-26,Pending
45150,62363,104,5,2026-02-16,Cancelled
45151,80679,393,2,2025-06-25,Pending
45152,26631,204,5,2026-02-17,Cancelled
45153,89756,96,1,2025-07-26,Cancelled
45154,27881,310,1,2025-04-16,Shipped
45155,85550,321,2,2026-02-22,Shipped
45156,3323,173,1,2025-04-10,Pending
45157,32318,67,5,2025-04-21,Pending
45158,32188,139,4,2025-12-07,Shipped
45159,41279,490,5,2026-02-10,Shipped
45160,80934,193,3,2026-02-01,Pending
45161,59920,96,3,2025-09-10,Cancelled
45162,90101,334,4,2026-01-31,Cancelled
45163,15607,129,2,2025-08-16,Cancelled
45164,73521,141,1,2025-07-09,Cancelled
45165,95208,409,1,2025-07-03,Shipped
45166,8708,147,5,2025-09-05,Pending
45167,29247,347,1,2026-03-08,Pending
45168,38998,172,2,2026-02-26,Cancelled
45169,30518,4,3,2025-04-11,Pending
45170,16307,362,5,2026-03-24,Shipped
45171,48330,344,4,2026-03-11,Cancelled
45172,11212,53,2,2025-11-19,Shipped
45173,19132,432,3,2026-01-28,Pending
45174,1833,322,1,2025-06-14,Cancelled
45175,37278,166,3,2025-05-07,Pending
45176,21239,472,2,2025-10-17,Pending
45177,99598,115,5,2025-08-12,Shipped
45178,57663,130,4,2025-07-24,Cancelled
45179,67152,390,2,2025-09-10,Cancelled
45180,10198,7,2,2025-07-25,Pending
45181,2214,2,5,2026-03-28,Cancelled
45182,62458,337,1,2025-05-21,Cancelled
45183,83773,206,3,2025-05-03,Shipped
45184,23840,26,1,2026-02-17,Shipped
45185,16294,480,2,2026-02-23,Pending
45186,19581,493,5,2025-06-17,Shipped
45187,84869,28,3,2026-03-10,Pending
45188,6362,265,5,2026-02-16,Pending
45189,76320,75,3,2025-07-07,Pending
45190,43723,159,2,2025-05-04,Cancelled
45191,6709,255,4,2025-11-20,Shipped
45192,19186,51,2,2025-11-27,Cancelled
45193,76449,224,4,2026-01-27,Cancelled
45194,17874,348,3,2025-11-04,Cancelled
45195,49370,242,2,2025-05-11,Cancelled
45196,8969,181,2,2026-01-17,Cancelled
45197,92051,136,1,2025-05-11,Cancelled
45198,19563,353,4,2025-07-29,Pending
45199,11382,59,1,2026-01-05,Cancelled
45200,36350,103,1,2026-02-20,Cancelled
45201,66083,128,1,2026-01-28,Shipped
45202,62455,437,3,2025-06-04,Cancelled
45203,43407,459,2,2025-09-13,Cancelled
45204,30057,194,1,2026-01-23,Cancelled
45205,84413,412,3,2025-08-10,Cancelled
45206,73749,362,1,2025-06-12,Pending
45207,50637,282,2,2025-07-02,Pending
45208,46327,175,4,2025-04-22,Shipped
45209,33905,333,3,2025-07-21,Cancelled
45210,75379,297,2,2026-01-02,Shipped
45211,16653,101,5,2025-09-18,Cancelled
45212,59247,34,3,2025-06-01,Pending
45213,44217,323,4,2025-10-20,Pending
45214,41844,163,3,2025-12-22,Cancelled
45215,86050,485,1,2025-07-07,Cancelled
45216,35627,13,5,2025-08-07,Cancelled
45217,58460,143,1,2025-08-15,Shipped
45218,17258,147,2,2025-11-14,Cancelled
45219,25809,435,1,2025-05-30,Pending
45220,39151,16,1,2025-04-29,Pending
45221,63056,316,5,2025-10-20,Pending
45222,1147,133,1,2026-01-15,Pending
45223,53243,54,1,2025-10-03,Shipped
45224,84642,53,2,2025-11-14,Cancelled
45225,60785,238,3,2025-10-13,Cancelled
45226,45576,228,5,2026-02-12,Cancelled
45227,38426,61,4,2025-05-04,Pending
45228,53523,26,4,2025-06-21,Pending
45229,83600,207,1,2025-08-26,Shipped
45230,95351,95,2,2025-11-03,Shipped
45231,30048,288,5,2025-04-08,Pending
45232,14260,116,2,2025-08-16,Shipped
45233,9753,20,3,2026-02-13,Shipped
45234,98571,179,3,2025-10-06,Shipped
45235,75357,389,2,2025-04-28,Cancelled
45236,14782,84,3,2025-04-08,Cancelled
45237,70789,257,1,2025-04-29,Shipped
45238,24268,237,3,2026-03-19,Pending
45239,51548,498,4,2025-05-07,Cancelled
45240,7069,131,1,2026-01-20,Cancelled
45241,8450,402,1,2025-04-13,Pending
45242,40814,235,3,2025-04-08,Shipped
45243,32673,149,3,2025-04-08,Shipped
45244,85847,331,4,2026-01-10,Cancelled
45245,10058,67,2,2025-08-18,Cancelled
45246,11728,193,1,2026-01-16,Cancelled
45247,52830,349,1,2025-08-06,Pending
45248,75365,367,5,2025-08-07,Cancelled
45249,66097,245,4,2025-08-26,Pending
45250,5012,226,5,2026-02-03,Cancelled
45251,87926,163,5,2026-03-11,Pending
45252,15269,145,4,2025-10-20,Shipped
45253,85686,287,3,2026-01-15,Pending
45254,44124,493,4,2026-01-02,Cancelled
45255,43053,483,4,2025-07-30,Shipped
45256,8693,181,4,2025-05-08,Pending
45257,63381,330,4,2026-01-19,Cancelled
45258,23131,156,1,2026-02-08,Pending
45259,79085,115,4,2025-11-16,Shipped
45260,88765,7,4,2025-05-07,Pending
45261,29903,54,1,2025-05-07,Pending
45262,78276,14,3,2025-12-11,Pending
45263,5673,477,5,2026-02-21,Pending
45264,58828,354,4,2026-03-08,Pending
45265,46035,66,3,2025-12-04,Cancelled
45266,92600,156,2,2025-07-18,Cancelled
45267,5230,407,3,2026-03-24,Shipped
45268,85748,101,2,2025-08-26,Shipped
45269,38434,57,3,2025-05-02,Pending
45270,6773,416,3,2025-12-02,Pending
45271,3874,234,2,2025-08-28,Pending
45272,13605,374,3,2025-10-26,Pending
45273,70750,86,3,2025-09-23,Cancelled
45274,63551,271,4,2025-12-24,Cancelled
45275,12011,221,5,2025-07-22,Shipped
45276,7274,11,2,2026-01-25,Shipped
45277,82390,236,4,2025-07-27,Pending
45278,40057,418,2,2026-03-03,Pending
45279,84897,100,5,2025-07-11,Shipped
45280,75995,51,2,2025-12-26,Pending
45281,97834,255,5,2025-06-03,Cancelled
45282,4096,21,4,2025-04-08,Shipped
45283,77938,473,1,2025-05-19,Pending
45284,30613,72,2,2026-03-18,Pending
45285,58021,73,5,2025-10-26,Pending
45286,87028,420,4,2025-12-13,Pending
45287,58473,439,3,2025-12-25,Shipped
45288,54181,471,2,2025-06-17,Pending
45289,48020,366,5,2025-08-01,Shipped
45290,99742,299,1,2026-01-10,Cancelled
45291,10475,119,3,2025-04-10,Shipped
45292,17388,224,1,2025-07-01,Shipped
45293,69143,148,4,2025-11-13,Pending
45294,85664,396,4,2025-11-25,Pending
45295,35294,19,5,2025-09-21,Shipped
45296,14079,490,4,2025-10-21,Cancelled
45297,67430,52,5,2026-03-19,Pending
45298,21355,286,2,2025-05-18,Pending
45299,28352,394,3,2026-01-10,Pending
45300,3316,371,5,2026-01-16,Cancelled
45301,15923,452,2,2025-04-09,Cancelled
45302,69935,327,2,2025-12-06,Shipped
45303,16041,301,1,2025-07-11,Cancelled
45304,57779,190,3,2025-12-08,Shipped
45305,4133,369,2,2025-07-02,Shipped
45306,44206,236,5,2025-07-29,Cancelled
45307,86744,103,2,2025-07-08,Pending
45308,17943,21,4,2025-12-17,Pending
45309,93828,296,2,2025-08-12,Cancelled
45310,41133,149,2,2025-06-27,Cancelled
45311,40940,307,2,2025-09-02,Cancelled
45312,25582,266,4,2025-04-26,Shipped
45313,7128,138,4,2025-07-10,Shipped
45314,52075,88,1,2025-06-29,Shipped
45315,23726,481,3,2025-09-30,Shipped
45316,6820,416,2,2025-09-01,Cancelled
45317,82639,404,4,2025-08-04,Shipped
45318,30920,406,3,2025-09-26,Cancelled
45319,14131,23,5,2026-02-04,Shipped
45320,532,21,3,2025-09-04,Cancelled
45321,84744,393,1,2025-08-22,Cancelled
45322,47750,92,1,2026-03-12,Shipped
45323,80777,203,5,2026-02-26,Pending
45324,84462,303,1,2025-05-13,Shipped
45325,13433,249,5,2025-11-12,Shipped
45326,36512,456,1,2025-12-15,Cancelled
45327,30080,354,4,2025-12-08,Pending
45328,48421,331,3,2025-05-09,Cancelled
45329,75794,228,5,2025-10-28,Pending
45330,33770,98,2,2026-03-12,Pending
45331,98690,255,3,2025-10-06,Shipped
45332,65888,347,5,2025-07-28,Pending
45333,94794,144,5,2025-05-14,Shipped
45334,9923,46,1,2025-05-15,Pending
45335,86274,440,1,2025-09-28,Shipped
45336,85782,32,4,2025-11-29,Cancelled
45337,94114,9,3,2025-07-12,Cancelled
45338,91302,108,5,2025-10-30,Shipped
45339,48308,150,1,2026-01-20,Shipped
45340,45405,361,1,2025-10-03,Shipped
45341,96594,404,2,2025-04-21,Shipped
45342,62169,436,1,2025-08-26,Pending
45343,96922,454,5,2026-03-02,Shipped
45344,62853,397,1,2025-11-03,Shipped
45345,27046,167,2,2025-08-26,Cancelled
45346,3118,239,4,2025-12-24,Cancelled
45347,67839,444,2,2026-01-20,Pending
45348,71381,144,5,2025-11-14,Pending
45349,96672,301,5,2025-11-09,Shipped
45350,28377,57,1,2025-07-18,Cancelled
45351,47411,47,1,2025-11-20,Pending
45352,36587,114,1,2025-11-29,Pending
45353,38130,395,5,2025-04-28,Shipped
45354,97485,479,2,2025-12-04,Pending
45355,18078,174,1,2026-01-23,Shipped
45356,27270,258,4,2025-12-12,Pending
45357,46477,185,4,2025-11-06,Shipped
45358,91898,403,3,2025-09-20,Pending
45359,16580,394,1,2025-11-12,Pending
45360,45993,345,2,2026-02-14,Cancelled
45361,29414,472,3,2025-09-27,Shipped
45362,64449,290,1,2025-10-07,Shipped
45363,15524,308,2,2025-08-20,Shipped
45364,42064,310,1,2026-01-25,Cancelled
45365,73155,170,1,2025-06-01,Pending
45366,32641,3,5,2025-08-27,Cancelled
45367,50725,379,2,2025-11-16,Shipped
45368,4822,420,3,2025-04-11,Pending
45369,91563,72,4,2025-06-14,Shipped
45370,35725,440,3,2025-09-25,Cancelled
45371,80793,275,1,2026-03-11,Shipped
45372,60481,285,4,2026-01-13,Pending
45373,39253,392,1,2025-04-06,Cancelled
45374,21123,284,2,2025-05-29,Cancelled
45375,38843,448,1,2025-08-10,Shipped
45376,72193,449,3,2025-04-16,Pending
45377,13414,171,3,2025-11-15,Shipped
45378,65363,336,2,2025-08-08,Pending
45379,42686,241,5,2025-08-16,Pending
45380,42318,257,1,2025-07-05,Shipped
45381,17013,276,2,2025-10-19,Shipped
45382,69839,487,1,2025-11-13,Shipped
45383,66299,232,4,2025-11-09,Shipped
45384,44392,63,2,2025-07-07,Shipped
45385,46039,106,4,2025-05-15,Cancelled
45386,76015,71,3,2025-09-03,Shipped
45387,40755,332,1,2025-07-06,Cancelled
45388,10334,126,5,2025-12-07,Cancelled
45389,41469,462,2,2025-08-07,Shipped
45390,68496,301,1,2025-08-29,Pending
45391,76455,23,4,2026-02-19,Shipped
45392,62450,3,4,2025-05-24,Shipped
45393,84333,77,3,2025-07-31,Pending
45394,63254,480,1,2026-03-04,Pending
45395,67396,110,1,2025-07-20,Shipped
45396,43162,63,5,2025-08-07,Shipped
45397,67573,490,3,2026-02-08,Pending
45398,22359,295,1,2025-04-02,Pending
45399,57421,258,2,2026-02-20,Pending
45400,65692,292,1,2025-09-21,Cancelled
45401,23116,183,5,2025-07-30,Shipped
45402,40302,326,1,2026-02-27,Shipped
45403,85056,44,4,2025-04-21,Pending
45404,55954,481,5,2025-11-11,Pending
45405,69711,390,5,2026-03-15,Cancelled
45406,35982,126,5,2025-10-15,Cancelled
45407,62784,35,4,2025-04-07,Pending
45408,85632,329,4,2025-11-24,Shipped
45409,57658,408,2,2025-05-29,Cancelled
45410,18265,217,5,2026-03-09,Cancelled
45411,14217,194,1,2025-05-16,Cancelled
45412,70586,293,1,2025-06-19,Cancelled
45413,63236,216,1,2025-07-09,Cancelled
45414,39958,96,2,2026-01-06,Pending
45415,67096,199,3,2025-06-29,Shipped
45416,7262,385,5,2025-04-27,Shipped
45417,69556,301,1,2026-03-23,Shipped
45418,71677,137,1,2025-12-09,Cancelled
45419,34101,2,4,2026-03-26,Pending
45420,93289,109,5,2025-11-04,Shipped
45421,65943,483,5,2025-04-14,Shipped
45422,99367,130,2,2025-03-31,Cancelled
45423,73824,359,1,2026-02-06,Cancelled
45424,39461,277,4,2025-04-23,Shipped
45425,92197,474,2,2025-08-01,Cancelled
45426,12059,284,4,2026-03-14,Pending
45427,27695,437,2,2025-12-14,Shipped
45428,52852,344,5,2025-10-18,Shipped
45429,9764,468,4,2025-05-05,Pending
45430,69622,129,2,2025-08-22,Pending
45431,79797,342,4,2025-12-09,Shipped
45432,27521,461,4,2025-08-21,Cancelled
45433,71383,200,2,2026-01-09,Cancelled
45434,52326,198,3,2025-12-19,Cancelled
45435,6795,159,3,2026-01-08,Cancelled
45436,29737,358,4,2025-09-29,Cancelled
45437,17144,125,1,2025-10-25,Cancelled
45438,75368,293,2,2025-05-08,Shipped
45439,55760,492,5,2026-01-30,Cancelled
45440,23559,16,4,2025-04-25,Cancelled
45441,69750,20,5,2025-09-03,Shipped
45442,27406,499,1,2025-05-18,Shipped
45443,10431,105,1,2026-02-06,Cancelled
45444,53950,377,1,2026-01-11,Pending
45445,27954,73,4,2025-07-31,Shipped
45446,21457,436,4,2025-09-07,Cancelled
45447,66159,437,3,2026-01-11,Pending
45448,66871,301,2,2025-08-05,Pending
45449,50327,392,4,2025-06-06,Pending
45450,69406,183,2,2026-02-11,Pending
45451,74175,188,5,2025-08-15,Shipped
45452,64989,117,2,2025-08-01,Cancelled
45453,63813,275,2,2025-05-12,Shipped
45454,24987,54,5,2025-12-16,Shipped
45455,97858,410,1,2025-04-17,Pending
45456,44507,402,3,2025-04-07,Shipped
45457,38267,76,3,2025-04-15,Pending
45458,24262,159,1,2026-01-03,Pending
45459,32667,58,1,2025-09-07,Pending
45460,31971,331,1,2025-09-25,Pending
45461,33702,63,4,2025-06-14,Cancelled
45462,12550,277,2,2026-01-15,Pending
45463,89651,76,5,2025-08-01,Pending
45464,91290,68,3,2025-08-11,Shipped
45465,85834,441,3,2025-12-25,Shipped
45466,47389,87,4,2025-05-13,Cancelled
45467,22571,217,1,2025-09-24,Pending
45468,91340,123,2,2026-03-02,Cancelled
45469,81126,246,4,2025-12-22,Cancelled
45470,11923,406,1,2025-04-23,Pending
45471,43058,475,4,2026-02-08,Cancelled
45472,78100,414,1,2025-05-14,Shipped
45473,70166,297,3,2025-04-26,Pending
45474,33917,90,4,2025-11-23,Cancelled
45475,2753,179,1,2026-03-07,Pending
45476,54298,327,5,2025-12-01,Shipped
45477,64745,85,4,2026-01-18,Shipped
45478,63408,90,4,2026-01-04,Cancelled
45479,66474,462,5,2026-02-15,Pending
45480,89886,151,2,2025-07-12,Pending
45481,96069,160,3,2025-09-10,Pending
45482,93885,93,5,2026-01-23,Pending
45483,94288,131,5,2025-05-06,Shipped
45484,5793,3,4,2025-08-28,Shipped
45485,53021,395,1,2025-06-16,Shipped
45486,57866,163,2,2025-12-28,Cancelled
45487,59054,217,3,2026-01-11,Shipped
45488,11654,483,4,2025-11-07,Shipped
45489,58870,270,5,2026-02-06,Cancelled
45490,31210,474,4,2025-07-08,Shipped
45491,27514,62,3,2025-12-15,Pending
45492,92396,368,5,2025-09-07,Cancelled
45493,19490,12,3,2025-07-06,Cancelled
45494,18914,169,2,2025-12-28,Shipped
45495,62428,22,4,2025-04-22,Pending
45496,71649,36,2,2025-08-08,Pending
45497,68470,320,4,2026-02-26,Cancelled
45498,41588,390,1,2025-11-05,Pending
45499,74743,193,5,2025-05-18,Pending
45500,24214,335,1,2025-11-10,Cancelled
45501,91052,498,3,2025-09-16,Shipped
45502,25529,380,1,2025-06-06,Shipped
45503,76209,365,4,2026-03-02,Pending
45504,61069,404,1,2026-01-29,Pending
45505,244,358,4,2026-03-12,Cancelled
45506,6760,363,1,2025-06-07,Shipped
45507,95304,337,4,2026-01-26,Pending
45508,72973,223,3,2026-02-25,Shipped
45509,16847,339,3,2025-04-21,Pending
45510,84408,319,5,2025-12-10,Cancelled
45511,61149,297,2,2025-08-21,Cancelled
